fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
Chris Cariaso,Danny Martinez,0,0,73,33,0,5,0,0,win,Chris Cariaso,Flyweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Nick Catone,Tom Watson,0,0,31,50,5,0,0,0,win,Nick Catone,Middleweight,S-DEC,3,5:00,"Newark, New Jersey, USA"
Al Iaquinta,Kevin Lee,1,0,49,39,0,1,1,2,win,Al Iaquinta,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Clint Hester,Andy Enz,1,0,72,69,2,0,0,0,win,Clint Hester,Middleweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Rashid Magomedov,Anthony Rocco Martin,0,0,46,18,0,1,1,1,win,Rashid Magomedov,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Neil Magny,Gasan Umalatov,0,0,71,34,1,2,0,0,win,Neil Magny,Welterweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Benson Henderson,Josh Thomson,0,0,46,19,4,4,1,0,win,Benson Henderson,Lightweight,S-DEC,5,5:00,"Chicago, Illinois, USA"
Stipe Miocic,Gabriel Gonzaga,0,0,63,29,1,1,0,0,win,Stipe Miocic,Heavyweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Donald Cerrone,Adriano Martins,1,0,16,13,1,0,0,0,win,Donald Cerrone,Lightweight,KO/TKO Kick,1,4:40,"Chicago, Illinois, USA"
Jeremy Stephens,Darren Elkins,0,0,40,21,1,0,0,4,win,Jeremy Stephens,Featherweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Alex Caceres,Sergio Pettis,1,0,53,49,1,1,1,0,win,Alex Caceres,Bantamweight,SUB Rear Naked Choke,3,4:39,"Chicago, Illinois, USA"
Eddie Wineland,Yves Jabouin,1,0,54,33,0,0,0,0,win,Eddie Wineland,Bantamweight,KO/TKO Punches,2,4:16,"Chicago, Illinois, USA"
Chico Camus,Yaotzin Meza,0,0,12,12,2,1,1,0,"nc


nc",Yaotzin Meza,Bantamweight,Overturned,3,5:00,"Chicago, Illinois, USA"
Hugo Viana,Ramiro Hernandez,1,0,79,40,0,0,0,0,win,Hugo Viana,Bantamweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Daron Cruickshank,Mike Rio,2,0,46,10,1,0,1,1,win,Daron Cruickshank,Lightweight,KO/TKO Kick,2,4:56,"Chicago, Illinois, USA"
George Sullivan,Mike Rhodes,0,0,61,51,2,2,0,1,win,George Sullivan,Welterweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Nikita Krylov,Walt Harris,1,0,11,1,0,0,0,0,win,Nikita Krylov,Heavyweight,KO/TKO Kick,1,0:25,"Chicago, Illinois, USA"
Luke Rockhold,Constantinos Philippou,1,0,12,4,0,0,0,0,win,Luke Rockhold,Middleweight,KO/TKO Kick,1,2:31,"Duluth, Georgia, USA"
Brad Tavares,Lorenz Larkin,0,0,45,39,2,0,0,0,win,Brad Tavares,Middleweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
TJ Dillashaw,Mike Easton,0,0,117,46,2,0,0,0,win,TJ Dillashaw,Bantamweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
Yoel Romero,Derek Brunson,0,0,60,38,0,3,0,0,win,Yoel Romero,Middleweight,KO/TKO Elbows,3,3:23,"Duluth, Georgia, USA"
John Moraga,Dustin Ortiz,0,0,43,35,0,2,1,0,win,John Moraga,Flyweight,S-DEC,3,5:00,"Duluth, Georgia, USA"
Cole Miller,Sam Sicilia,1,0,38,14,0,0,1,0,win,Cole Miller,Featherweight,SUB Rear Naked Choke,2,1:54,"Duluth, Georgia, USA"
Ramsey Nijem,Justin Edwards,0,0,46,25,5,0,1,1,win,Ramsey Nijem,Lightweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
Elias Silverio,Isaac Vallie-Flagg,1,0,81,21,4,0,0,0,win,Elias Silverio,Lightweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
Trevor Smith,Brian Houston,0,0,57,30,1,1,1,0,win,Trevor Smith,Middleweight,S-DEC,3,5:00,"Duluth, Georgia, USA"
Louis Smolka,Alptekin Ozkilic,0,0,92,60,0,9,1,0,win,Louis Smolka,Flyweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
Vinc Pichel,Garett Whiteley,0,0,44,44,8,0,1,2,win,Vinc Pichel,Lightweight,U-DEC,3,5:00,"Duluth, Georgia, USA"
Beneil Dariush,Charlie Brenneman,1,0,9,5,0,0,1,0,win,Beneil Dariush,Lightweight,SUB Rear Naked Choke,1,1:45,"Duluth, Georgia, USA"
Tarec Saffiedine,Hyun Gyu Lim,3,0,120,122,1,0,1,1,win,Tarec Saffiedine,Welterweight,U-DEC,5,5:00,"Singapore, Singapore"
Tatsuya Kawajiri,Sean Soriano,0,0,32,19,3,0,1,0,win,Tatsuya Kawajiri,Featherweight,SUB Rear Naked Choke,2,0:50,"Singapore, Singapore"
Kiichi Kunimoto,Luiz Dutra,0,0,12,10,0,0,0,0,win,Kiichi Kunimoto,Welterweight,DQ,1,2:57,"Singapore, Singapore"
Kyung Ho Kang,Shunichi Shimizu,0,0,65,2,2,0,4,0,win,Kyung Ho Kang,Bantamweight,SUB Arm Triangle,3,3:53,"Singapore, Singapore"
Max Holloway,Will Chope,2,0,74,33,0,0,0,0,win,Max Holloway,Featherweight,KO/TKO Punch,2,2:27,"Singapore, Singapore"
Katsunori Kikuno,Quinn Mulhern,0,0,23,16,3,0,0,0,win,Katsunori Kikuno,Lightweight,U-DEC,3,5:00,"Singapore, Singapore"
Royston Wee,Dave Galera,0,0,8,25,6,0,0,2,win,Royston Wee,Bantamweight,U-DEC,3,5:00,"Singapore, Singapore"
Mairbek Taisumov,Tae Hyun Bang,0,0,33,26,5,0,0,0,win,Mairbek Taisumov,Lightweight,U-DEC,3,5:00,"Singapore, Singapore"
Dustin Kimura,Jon Delos Reyes,0,1,1,9,0,1,1,0,win,Dustin Kimura,Bantamweight,SUB Armbar,1,2:13,"Singapore, Singapore"
Russell Doane,Leandro Issa,0,0,43,17,0,2,1,1,win,Russell Doane,Bantamweight,SUB Triangle Choke,2,4:59,"Singapore, Singapore"
Chris Weidman,Anderson Silva,1,0,20,8,1,0,1,0,win,Chris Weidman,Middleweight,KO/TKO,2,1:16,"Las Vegas, Nevada, USA"
Ronda Rousey,Miesha Tate,0,0,40,24,6,1,3,0,win,Ronda Rousey,Women's Bantamweight,SUB Armbar,3,0:58,"Las Vegas, Nevada, USA"
Travis Browne,Josh Barnett,0,0,12,5,0,0,0,0,win,Travis Browne,Heavyweight,KO/TKO Elbows,1,1:00,"Las Vegas, Nevada, USA"
Jim Miller,Fabricio Camoes,0,0,6,11,1,0,1,0,win,Jim Miller,Lightweight,SUB Armbar,1,3:42,"Las Vegas, Nevada, USA"
Dustin Poirier,Diego Brandao,1,0,44,16,0,1,0,0,win,Dustin Poirier,Featherweight,KO/TKO Punches,1,4:54,"Las Vegas, Nevada, USA"
Uriah Hall,Chris Leben,1,0,20,11,0,0,0,0,win,Uriah Hall,Middleweight,KO/TKO,1,5:00,"Las Vegas, Nevada, USA"
Michael Johnson,Gleison Tibau,1,0,22,12,0,0,0,0,win,Michael Johnson,Lightweight,KO/TKO Punch,2,1:32,"Las Vegas, Nevada, USA"
Dennis Siver,Manvel Gamburyan,0,0,54,14,2,3,0,0,"nc


nc",Manvel Gamburyan,Featherweight,Overturned,3,5:00,"Las Vegas, Nevada, USA"
John Howard,Siyar Bahadurzada,0,0,47,44,3,1,0,0,win,John Howard,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
William Macario,Bobby Voelker,0,0,133,61,3,0,0,0,win,William Macario,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Robert Peralta,Estevan Payan,1,0,34,32,2,1,0,0,win,Robert Peralta,Featherweight,KO/TKO Punches,3,0:12,"Las Vegas, Nevada, USA"
Demetrious Johnson,Joseph Benavidez,1,0,7,4,0,0,0,0,win,Demetrious Johnson,Flyweight,KO/TKO Punch,1,2:08,"Sacramento, California, USA"
Urijah Faber,Michael McDonald,1,0,29,9,1,0,1,0,win,Urijah Faber,Bantamweight,SUB Guillotine Choke,2,3:22,"Sacramento, California, USA"
Chad Mendes,Nik Lentz,0,0,35,40,7,0,1,0,win,Chad Mendes,Featherweight,U-DEC,3,5:00,"Sacramento, California, USA"
Joe Lauzon,Mac Danzig,0,0,43,52,3,0,2,0,win,Joe Lauzon,Lightweight,U-DEC,3,5:00,"Sacramento, California, USA"
Ryan LaFlare,Court McGee,0,0,68,54,4,4,1,2,win,Ryan LaFlare,Welterweight,U-DEC,3,5:00,"Sacramento, California, USA"
Edson Barboza,Danny Castillo,1,0,43,55,0,1,1,1,win,Edson Barboza,Lightweight,M-DEC,3,5:00,"Sacramento, California, USA"
King Green,Pat Healy,0,0,80,59,3,2,0,0,win,King Green,Lightweight,U-DEC,3,5:00,"Sacramento, California, USA"
Zach Makovsky,Scott Jorgensen,0,0,26,31,6,1,1,1,win,Zach Makovsky,Flyweight,U-DEC,3,5:00,"Sacramento, California, USA"
Sam Stout,Cody McKenzie,0,0,54,31,1,1,1,0,win,Sam Stout,Lightweight,U-DEC,3,5:00,"Sacramento, California, USA"
Abel Trujillo,Roger Bowling,0,0,43,9,5,0,0,0,win,Abel Trujillo,Lightweight,KO/TKO Punches,2,1:35,"Sacramento, California, USA"
Alptekin Ozkilic,Darren Uyenoyama,0,0,27,33,3,2,0,0,win,Alptekin Ozkilic,Flyweight,S-DEC,3,5:00,"Sacramento, California, USA"
Mark Hunt,Antonio Silva,1,1,103,97,2,0,0,0,"draw


draw",Antonio Silva,Heavyweight,M-DEC,5,5:00,"Brisbane, Queensland, Australia"
Mauricio Rua,James Te Huna,1,0,9,1,0,0,0,0,win,Mauricio Rua,Light Heavyweight,KO/TKO Punch,1,1:03,"Brisbane, Queensland, Australia"
Ryan Bader,Anthony Perosh,0,0,70,9,3,0,0,0,win,Ryan Bader,Light Heavyweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia"
Soa Palelei,Pat Barry,0,0,12,1,1,0,0,0,win,Soa Palelei,Heavyweight,KO/TKO Punches,1,2:09,"Brisbane, Queensland, Australia"
Clint Hester,Dylan Andrews,0,0,27,13,1,2,0,0,win,Clint Hester,Middleweight,KO/TKO,2,5:00,"Brisbane, Queensland, Australia"
Bethe Correia,Julie Kedzie,0,0,65,54,1,0,0,0,win,Bethe Correia,Women's Bantamweight,S-DEC,3,5:00,"Brisbane, Queensland, Australia"
Takeya Mizugaki,Nam Phan,0,0,152,100,3,0,0,0,win,Takeya Mizugaki,Bantamweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia"
Caio Magalhaes,Nick Ring,0,0,32,30,0,3,0,1,win,Caio Magalhaes,Middleweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia"
Justin Scoggins,Richie Vaculik,0,0,27,2,2,0,0,0,win,Justin Scoggins,Flyweight,KO/TKO Punches,1,4:43,"Brisbane, Queensland, Australia"
Krzysztof Jotko,Bruno Santos,0,0,17,12,1,1,0,1,win,Krzysztof Jotko,Middleweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia"
Alex Garcia,Ben Wall,1,0,9,1,0,0,0,0,win,Alex Garcia,Welterweight,KO/TKO Punch,1,0:43,"Brisbane, Queensland, Australia"
Nate Diaz,Gray Maynard,0,0,33,5,0,1,0,0,win,Nate Diaz,Lightweight,KO/TKO Punches,1,2:38,"Las Vegas, Nevada, USA"
Julianna Pena,Jessica Rakoczy,0,0,33,4,2,0,0,0,win,Julianna Pena,Women's Bantamweight,KO/TKO Punches,1,4:59,"Las Vegas, Nevada, USA"
Chris Holdsworth,Davey Grant,0,0,15,18,1,0,1,0,win,Chris Holdsworth,Bantamweight,SUB Rear Naked Choke,2,2:10,"Las Vegas, Nevada, USA"
Jessamyn Duke,Peggy Morgan,0,0,123,34,1,0,3,0,win,Jessamyn Duke,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Raquel Pennington,Roxanne Modafferi,0,0,80,42,1,0,1,0,win,Raquel Pennington,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Akira Corassani,Maximo Blanco,0,0,1,5,0,1,0,0,win,Akira Corassani,Featherweight,DQ,1,0:25,"Las Vegas, Nevada, USA"
Tom Niinimaki,Rani Yahya,0,0,17,15,4,2,0,4,win,Tom Niinimaki,Featherweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jared Rosholt,Walt Harris,0,2,33,18,1,0,0,0,win,Jared Rosholt,Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sean Spencer,Drew Dober,0,0,105,61,0,0,0,0,win,Sean Spencer,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Josh Sampo,Ryan Benoit,0,0,28,18,2,0,5,1,win,Josh Sampo,Flyweight,SUB Rear Naked Choke,2,4:31,"Las Vegas, Nevada, USA"
Georges St-Pierre,Johny Hendricks,0,0,101,85,3,2,1,0,win,Georges St-Pierre,Welterweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA"
Rashad Evans,Chael Sonnen,0,0,20,3,1,0,0,0,win,Rashad Evans,Light Heavyweight,KO/TKO Punches,1,4:05,"Las Vegas, Nevada, USA"
Robbie Lawler,Rory MacDonald,1,0,44,37,0,4,0,1,win,Robbie Lawler,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Tyron Woodley,Josh Koscheck,2,0,22,5,0,0,0,0,win,Tyron Woodley,Welterweight,KO/TKO Punch,1,4:38,"Las Vegas, Nevada, USA"
Ali Bagautinov,Tim Elliott,0,0,43,48,1,2,0,1,win,Ali Bagautinov,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Donald Cerrone,Evan Dunham,1,0,32,24,1,0,1,0,win,Donald Cerrone,Lightweight,SUB Triangle Choke,2,3:49,"Las Vegas, Nevada, USA"
Thales Leites,Ed Herman,0,0,20,14,3,0,0,0,win,Thales Leites,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Rick Story,Brian Ebersole,1,0,71,42,2,0,0,0,win,Rick Story,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Erik Perez,Edwin Figueroa,1,0,50,18,7,0,0,0,win,Erik Perez,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jason High,Anthony Lapsley,0,0,5,8,4,0,4,0,win,Jason High,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sergio Pettis,Will Campuzano,0,0,81,41,2,4,3,0,win,Sergio Pettis,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Gian Villante,Cody Donovan,1,0,43,51,1,0,0,0,win,Gian Villante,Light Heavyweight,KO/TKO Punch,2,1:22,"Las Vegas, Nevada, USA"
Vitor Belfort,Dan Henderson,2,0,12,1,0,0,0,0,win,Vitor Belfort,Light Heavyweight,KO/TKO Kick,1,1:17,"Goiania, Goias, Brazil"
Cezar Ferreira,Daniel Sarafian,0,0,15,21,3,0,0,0,win,Cezar Ferreira,Middleweight,S-DEC,3,5:00,"Goiania, Goias, Brazil"
Rafael Cavalcante,Igor Pokrajac,1,0,16,9,0,0,0,0,win,Rafael Cavalcante,Light Heavyweight,KO/TKO Knee,1,1:18,"Goiania, Goias, Brazil"
Brandon Thatch,Paulo Thiago,1,0,12,5,0,1,0,0,win,Brandon Thatch,Welterweight,KO/TKO Knee,1,2:10,"Goiania, Goias, Brazil"
Ryan LaFlare,Santiago Ponzinibbio,1,1,75,25,5,0,0,0,win,Ryan LaFlare,Welterweight,U-DEC,3,5:00,"Goiania, Goias, Brazil"
Jeremy Stephens,Rony Jason,1,0,3,1,0,0,0,0,win,Jeremy Stephens,Featherweight,KO/TKO Kick,1,0:40,"Goiania, Goias, Brazil"
Sam Sicilia,Godofredo Pepey,0,0,11,3,1,0,0,0,win,Sam Sicilia,Featherweight,KO/TKO Punches,1,1:42,"Goiania, Goias, Brazil"
Omari Akhmedov,Thiago Perpetuo,1,1,14,18,1,1,1,0,win,Omari Akhmedov,Middleweight,KO/TKO Punch,1,3:31,"Goiania, Goias, Brazil"
Thiago Tavares,Justin Salas,0,0,7,4,1,0,1,0,win,Thiago Tavares,Lightweight,SUB Rear Naked Choke,1,2:38,"Goiania, Goias, Brazil"
Adriano Martins,Daron Cruickshank,0,0,16,8,1,0,1,0,win,Adriano Martins,Lightweight,SUB Straight Armbar,2,2:49,"Goiania, Goias, Brazil"
Dustin Ortiz,Jose Maria,0,0,55,43,4,2,0,2,win,Dustin Ortiz,Flyweight,KO/TKO Punches,3,3:19,"Goiania, Goias, Brazil"
Tim Kennedy,Rafael Natal,1,0,13,13,0,0,0,0,win,Tim Kennedy,Middleweight,KO/TKO Punch,1,4:40,"Fort Campbell, Kentucky, USA"
Alexis Davis,Liz Carmouche,0,0,50,43,1,1,0,0,win,Alexis Davis,Women's Bantamweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA"
Yoel Romero,Ronny Markes,1,0,50,18,0,2,0,0,win,Yoel Romero,Middleweight,KO/TKO Punch,3,1:39,"Fort Campbell, Kentucky, USA"
Rustam Khabilov,Jorge Masvidal,1,0,32,38,2,1,1,0,win,Rustam Khabilov,Lightweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA"
Michael Chiesa,Colton Smith,0,0,7,4,1,2,2,1,win,Michael Chiesa,Lightweight,SUB Rear Naked Choke,2,1:41,"Fort Campbell, Kentucky, USA"
King Green,James Krause,1,0,20,22,0,0,0,0,win,King Green,Lightweight,KO/TKO Kick,1,3:50,"Fort Campbell, Kentucky, USA"
Francisco Rivera,George Roop,1,0,27,23,0,1,0,0,win,Francisco Rivera,Bantamweight,KO/TKO Punch,2,2:20,"Fort Campbell, Kentucky, USA"
Dennis Bermudez,Steven Siler,0,0,44,23,6,0,4,3,win,Dennis Bermudez,Featherweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA"
Amanda Nunes,Germaine de Randamie,0,0,14,1,1,0,0,0,win,Amanda Nunes,Women's Bantamweight,KO/TKO Elbows,1,3:56,"Fort Campbell, Kentucky, USA"
Lorenz Larkin,Chris Camozzi,0,0,46,64,0,0,0,0,win,Lorenz Larkin,Middleweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA"
Yves Edwards,Yancy Medeiros,0,1,19,25,0,0,0,0,"nc


nc",Yancy Medeiros,Lightweight,Overturned,1,2:47,"Fort Campbell, Kentucky, USA"
Seth Baczynski,Neil Magny,0,0,28,31,3,2,0,0,win,Seth Baczynski,Welterweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA"
Derek Brunson,Brian Houston,1,0,1,0,0,0,1,0,win,Derek Brunson,Middleweight,SUB Rear Naked Choke,1,0:48,"Fort Campbell, Kentucky, USA"
Lyoto Machida,Mark Munoz,1,0,5,0,0,0,0,0,win,Lyoto Machida,Middleweight,KO/TKO Kick,1,3:10,"Manchester, England, United Kingdom"
Ross Pearson,Melvin Guillard,0,0,3,9,0,0,0,0,nc,-,Lightweight,CNC,1,1:57,"Manchester, England, United Kingdom"
Jimi Manuwa,Ryan Jimmo,0,0,48,36,0,0,0,0,win,Jimi Manuwa,Light Heavyweight,KO/TKO,2,4:41,"Manchester, England, United Kingdom"
Norman Parke,Jon Tuck,0,0,81,67,1,0,0,0,win,Norman Parke,Lightweight,U-DEC,3,5:00,"Manchester, England, United Kingdom"
Nicholas Musoke,Alessio Sakara,0,0,12,20,1,1,1,0,win,Nicholas Musoke,Middleweight,SUB Armbar,1,3:07,"Manchester, England, United Kingdom"
John Lineker,Phil Harris,3,0,31,14,0,0,0,0,win,John Lineker,Flyweight,KO/TKO Punch,1,2:51,"Manchester, England, United Kingdom"
Al Iaquinta,Piotr Hallmann,0,0,85,66,2,3,0,0,win,Al Iaquinta,Lightweight,U-DEC,3,5:00,"Manchester, England, United Kingdom"
Luke Barnatt,Andrew Craig,2,0,39,26,1,0,1,0,win,Luke Barnatt,Middleweight,SUB Rear Naked Choke,2,2:12,"Manchester, England, United Kingdom"
Jessica Andrade,Rosi Sexton,0,0,206,88,1,1,0,0,win,Jessica Andrade,Women's Bantamweight,U-DEC,3,5:00,"Manchester, England, United Kingdom"
Cole Miller,Andy Ogle,0,0,21,27,0,2,1,0,win,Cole Miller,Featherweight,U-DEC,3,5:00,"Manchester, England, United Kingdom"
Jimy Hettes,Robert Whiteford,0,0,5,15,3,0,2,0,win,Jimy Hettes,Featherweight,SUB Triangle Choke,2,2:17,"Manchester, England, United Kingdom"
Brad Scott,Michael Kuiper,0,0,14,7,0,1,2,0,win,Brad Scott,Middleweight,SUB Guillotine Choke,1,4:17,"Manchester, England, United Kingdom"
Cain Velasquez,Junior Dos Santos,1,0,123,46,2,0,1,1,win,Cain Velasquez,Heavyweight,KO/TKO Punch,5,3:09,"Houston, Texas, USA"
Daniel Cormier,Roy Nelson,0,0,74,17,3,0,0,0,win,Daniel Cormier,Heavyweight,U-DEC,3,5:00,"Houston, Texas, USA"
Gilbert Melendez,Diego Sanchez,0,1,96,42,1,1,0,2,win,Gilbert Melendez,Lightweight,U-DEC,3,5:00,"Houston, Texas, USA"
Gabriel Gonzaga,Shawn Jordan,1,0,8,2,0,0,0,0,win,Gabriel Gonzaga,Heavyweight,KO/TKO Punch,1,1:33,"Houston, Texas, USA"
John Dodson,Darrell Montague,2,0,28,10,0,0,0,0,win,John Dodson,Flyweight,KO/TKO Punch,1,4:13,"Houston, Texas, USA"
Tim Boetsch,CB Dollaway,0,0,41,57,0,3,3,0,win,Tim Boetsch,Middleweight,S-DEC,3,5:00,"Houston, Texas, USA"
Hector Lombard,Nate Marquardt,1,0,10,4,0,0,0,0,win,Hector Lombard,Welterweight,KO/TKO Punch,1,1:48,"Houston, Texas, USA"
Sarah Kaufman,Jessica Eye,0,0,87,65,0,0,0,0,"nc


nc",Jessica Eye,Women's Bantamweight,Overturned,3,5:00,"Houston, Texas, USA"
KJ Noons,George Sotiropoulos,0,0,56,50,0,1,0,0,win,KJ Noons,Lightweight,U-DEC,3,5:00,"Houston, Texas, USA"
Adlan Amagov,TJ Waldburger,1,0,15,4,0,0,0,0,win,Adlan Amagov,Welterweight,KO/TKO Punch,1,3:00,"Houston, Texas, USA"
Tony Ferguson,Mike Rio,0,0,5,4,0,0,1,0,win,Tony Ferguson,Lightweight,SUB D'Arce Choke,1,1:52,"Houston, Texas, USA"
Andre Fili,Jeremy Larsen,0,0,55,23,1,1,0,0,win,Andre Fili,Featherweight,KO/TKO Punch,2,0:53,"Houston, Texas, USA"
Kyoji Horiguchi,Dustin Pague,1,0,30,9,1,1,0,1,win,Kyoji Horiguchi,Bantamweight,KO/TKO Punches,2,3:51,"Houston, Texas, USA"
Jake Shields,Demian Maia,0,0,35,24,1,3,0,0,win,Jake Shields,Welterweight,S-DEC,5,5:00,"Barueri, Sao Paulo, Brazil"
Dong Hyun Kim,Erick Silva,1,0,11,28,1,0,0,0,win,Dong Hyun Kim,Welterweight,KO/TKO Punch,2,3:01,"Barueri, Sao Paulo, Brazil"
Thiago Silva,Matt Hamill,1,0,96,70,0,3,0,0,win,Thiago Silva,Light Heavyweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil"
Fabio Maldonado,Joey Beltran,0,0,87,57,0,1,1,0,win,Fabio Maldonado,Light Heavyweight,S-DEC,3,5:00,"Barueri, Sao Paulo, Brazil"
Rousimar Palhares,Mike Pierce,0,0,0,2,0,1,2,0,win,Rousimar Palhares,Welterweight,SUB Heel Hook,1,0:31,"Barueri, Sao Paulo, Brazil"
Raphael Assuncao,TJ Dillashaw,0,0,32,29,0,2,1,3,win,Raphael Assuncao,Bantamweight,S-DEC,3,5:00,"Barueri, Sao Paulo, Brazil"
Igor Araujo,Ildemar Alcantara,0,0,21,18,1,3,1,3,win,Igor Araujo,Welterweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil"
Yan Cabral,David Mitchell,1,0,18,5,4,0,1,1,win,Yan Cabral,Welterweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil"
Chris Cariaso,Iliarde Santos,0,0,54,35,0,2,0,0,win,Chris Cariaso,Flyweight,KO/TKO Punches,2,4:31,"Barueri, Sao Paulo, Brazil"
Alan Patrick,Garett Whiteley,1,0,16,7,1,0,0,0,win,Alan Patrick,Lightweight,KO/TKO Punch,1,3:54,"Barueri, Sao Paulo, Brazil"
Jon Jones,Alexander Gustafsson,0,0,134,110,1,1,0,0,win,Jon Jones,Light Heavyweight,U-DEC,5,5:00,"Toronto, Ontario, Canada"
Renan Barao,Eddie Wineland,1,0,28,11,0,0,0,0,win,Renan Barao,Bantamweight,KO/TKO Spinning Back Kick,2,0:35,"Toronto, Ontario, Canada"
Brendan Schaub,Matt Mitrione,0,0,14,7,1,0,1,0,win,Brendan Schaub,Heavyweight,SUB D'Arce Choke,1,4:06,"Toronto, Ontario, Canada"
Francis Carmont,Constantinos Philippou,0,0,29,7,5,0,0,0,win,Francis Carmont,Middleweight,U-DEC,3,5:00,"Toronto, Ontario, Canada"
Khabib Nurmagomedov,Pat Healy,0,0,54,44,5,0,0,0,win,Khabib Nurmagomedov,Lightweight,U-DEC,3,5:00,"Toronto, Ontario, Canada"
Myles Jury,Mike Ricci,0,0,22,25,4,0,0,0,win,Myles Jury,Lightweight,S-DEC,3,5:00,"Toronto, Ontario, Canada"
Wilson Reis,Ivan Menjivar,0,0,33,29,4,0,0,0,win,Wilson Reis,Bantamweight,U-DEC,3,5:00,"Toronto, Ontario, Canada"
Stephen Thompson,Chris Clements,2,0,23,17,2,0,0,0,win,Stephen Thompson,Welterweight,KO/TKO Punch,2,1:27,"Toronto, Ontario, Canada"
Mitch Gagnon,Dustin Kimura,0,0,27,15,1,0,1,1,win,Mitch Gagnon,Bantamweight,SUB Guillotine Choke,1,4:05,"Toronto, Ontario, Canada"
John Makdessi,Renee Forte,1,0,20,7,0,0,0,0,win,John Makdessi,Lightweight,KO/TKO Punch,1,2:01,"Toronto, Ontario, Canada"
Michel Prazeres,Jesse Ronson,0,0,19,38,7,1,0,0,win,Michel Prazeres,Lightweight,S-DEC,3,5:00,"Toronto, Ontario, Canada"
Alex Caceres,Roland Delorme,0,1,106,47,0,1,0,1,win,Alex Caceres,Bantamweight,S-DEC,3,5:00,"Toronto, Ontario, Canada"
Daniel Omielanczuk,Nandor Guelmino,1,0,49,56,2,0,1,0,win,Daniel Omielanczuk,Heavyweight,KO/TKO Punch,3,3:18,"Toronto, Ontario, Canada"
Glover Teixeira,Ryan Bader,1,0,14,11,1,0,0,1,win,Glover Teixeira,Light Heavyweight,KO/TKO Punch,1,2:55,"Belo Horizonte, Minas Gerais, Brazil"
Jacare Souza,Yushin Okami,1,0,28,1,0,0,0,0,win,Jacare Souza,Middleweight,KO/TKO Punch,1,2:47,"Belo Horizonte, Minas Gerais, Brazil"
Joseph Benavidez,Jussier Formiga,1,0,20,6,0,0,0,0,win,Joseph Benavidez,Flyweight,KO/TKO Knee,1,3:07,"Belo Horizonte, Minas Gerais, Brazil"
Piotr Hallmann,Francisco Trinaldo,0,1,42,22,2,1,1,0,win,Piotr Hallmann,Lightweight,SUB Kimura,2,3:50,"Belo Horizonte, Minas Gerais, Brazil"
Rafael Natal,Tor Troeng,2,0,39,9,0,0,1,0,win,Rafael Natal,Middleweight,U-DEC,3,5:00,"Belo Horizonte, Minas Gerais, Brazil"
