fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
Sara McMann,Alexis Davis,0,0,14,21,2,0,1,1,win,Sara McMann,Women's Bantamweight,SUB Arm Triangle,2,2:52,"Las Vegas, Nevada, USA"
Brandon Moreno,Ryan Benoit,0,1,54,23,5,0,0,0,win,Brandon Moreno,Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Ryan Hall,Gray Maynard,0,0,46,12,0,0,0,0,win,Ryan Hall,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Rob Font,Matt Schnell,1,0,26,14,1,0,1,0,win,Rob Font,Bantamweight,KO/TKO Punch,1,3:47,"Las Vegas, Nevada, USA"
Dong Hyun Ma,Brendan O'Reilly,0,0,21,25,4,0,0,1,win,Dong Hyun Ma,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jamie Moyle,Kailin Curran,0,0,73,47,3,0,0,1,win,Jamie Moyle,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Anthony Smith,Elvis Mutapcic,1,0,48,29,0,0,1,0,win,Anthony Smith,Middleweight,KO/TKO Elbow,2,3:27,"Las Vegas, Nevada, USA"
Devin Clark,Josh Stansbury,0,0,47,36,1,0,0,2,win,Devin Clark,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Robert Whittaker,Derek Brunson,1,0,33,19,0,0,0,0,win,Robert Whittaker,Middleweight,KO/TKO Kick,1,4:07,"Melbourne, Victoria, Australia"
Andrew Holbrook,Jake Matthews,0,0,30,22,2,3,3,0,win,Andrew Holbrook,Lightweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia"
Omari Akhmedov,Kyle Noke,0,0,23,16,3,0,0,0,win,Omari Akhmedov,Welterweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Alexander Volkanovski,Yusuke Kasuya,0,0,50,4,3,1,0,0,win,Alexander Volkanovski,Lightweight,KO/TKO Punches,2,2:06,"Melbourne, Victoria, Australia"
Tyson Pedro,Khalil Rountree Jr.,0,1,4,3,2,0,1,0,win,Tyson Pedro,Light Heavyweight,SUB Rear Naked Choke,1,4:07,"Melbourne, Victoria, Australia"
Danielle Taylor,Seo Hee Ham,0,0,45,31,0,0,0,0,win,Danielle Taylor,Women's Strawweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia"
Daniel Kelly,Chris Camozzi,0,0,39,56,4,0,0,0,win,Daniel Kelly,Middleweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Damien Brown,Jon Tuck,0,1,34,39,0,0,1,0,win,Damien Brown,Lightweight,S-DEC,3,5:00,"Melbourne, Victoria, Australia"
Jonathan Meunier,Richard Walsh,0,0,74,18,1,2,0,1,win,Jonathan Meunier,Welterweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Ben Nguyen,Geane Herrera,1,0,105,22,0,1,0,0,win,Ben Nguyen,Flyweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Jason Knight,Dan Hooker,0,0,59,47,4,0,4,0,win,Jason Knight,Featherweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Marlon Vera,Guangyou Ning,1,0,36,46,1,0,2,0,win,Marlon Vera,Featherweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Jenel Lausa,Yao Zhikui,2,0,56,29,1,1,1,0,win,Jenel Lausa,Flyweight,U-DEC,3,5:00,"Melbourne, Victoria, Australia"
Ryan Bader,Rogerio Nogueira,0,0,86,3,5,0,1,0,win,Ryan Bader,Light Heavyweight,KO/TKO Punches,3,3:51,"Sao Paulo, Sao Paulo, Brazil"
Thomas Almeida,Albert Morales,1,0,41,18,0,1,0,0,win,Thomas Almeida,Bantamweight,KO/TKO Punches,2,1:37,"Sao Paulo, Sao Paulo, Brazil"
Claudia Gadelha,Cortney Casey,0,0,34,22,6,0,1,0,win,Claudia Gadelha,Women's Strawweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil"
Krzysztof Jotko,Thales Leites,0,0,42,4,1,1,0,1,win,Krzysztof Jotko,Middleweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil"
Kamaru Usman,Warlley Alves,0,0,71,25,1,0,1,1,win,Kamaru Usman,Welterweight,U-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil"
Sergio Moraes,Zak Ottow,0,0,35,44,1,0,0,0,win,Sergio Moraes,Welterweight,S-DEC,3,5:00,"Sao Paulo, Sao Paulo, Brazil"
Cezar Ferreira,Jack Hermansson,0,0,10,14,1,0,1,0,win,Cezar Ferreira,Middleweight,SUB Arm Triangle,2,2:11,"Sao Paulo, Sao Paulo, Brazil"
Gadzhimurad Antigulov,Marcos Rogerio de Lima,0,0,0,2,1,0,1,0,win,Gadzhimurad Antigulov,Light Heavyweight,SUB Guillotine Choke,1,1:07,"Sao Paulo, Sao Paulo, Brazil"
Johnny Eduardo,Manvel Gamburyan,1,0,26,11,0,0,0,0,win,Johnny Eduardo,Bantamweight,KO/TKO Punch,2,0:46,"Sao Paulo, Sao Paulo, Brazil"
Luis Henrique,Christian Colombo,0,0,31,3,6,0,2,0,win,Luis Henrique,Heavyweight,SUB Guillotine Choke,3,2:12,"Sao Paulo, Sao Paulo, Brazil"
Pedro Munhoz,Justin Scoggins,0,0,28,44,0,1,1,0,win,Pedro Munhoz,Bantamweight,SUB Guillotine Choke,2,1:55,"Sao Paulo, Sao Paulo, Brazil"
Francimar Barroso,Darren Stewart,0,0,0,7,0,1,0,0,"nc


nc",Darren Stewart,Light Heavyweight,Overturned,1,1:34,"Sao Paulo, Sao Paulo, Brazil"
Gegard Mousasi,Uriah Hall,0,0,20,12,1,0,0,0,win,Gegard Mousasi,Middleweight,KO/TKO Punches,1,4:37,"Belfast, Northern Ireland, United Kingdom"
Stevie Ray,Ross Pearson,0,0,49,38,1,0,0,0,win,Stevie Ray,Lightweight,S-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Alexander Volkov,Timothy Johnson,0,1,45,43,1,1,0,0,win,Alexander Volkov,Heavyweight,S-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Artem Lobov,Teruto Ishihara,0,1,82,48,1,0,0,0,win,Artem Lobov,Featherweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Jack Marshman,Magnus Cedenblad,2,0,42,36,0,3,0,0,win,Jack Marshman,Middleweight,KO/TKO Punch,2,3:40,"Belfast, Northern Ireland, United Kingdom"
Kyoji Horiguchi,Ali Bagautinov,0,0,55,36,4,2,0,0,win,Kyoji Horiguchi,Flyweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Kevin Lee,Magomed Mustafaev,0,0,20,20,7,0,2,1,win,Kevin Lee,Lightweight,SUB Rear Naked Choke,2,4:31,"Belfast, Northern Ireland, United Kingdom"
Amanda Cooper,Anna Elmose,0,1,69,63,2,0,1,0,win,Amanda Cooper,Women's Strawweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Justin Ledet,Mark Godbeer,0,0,3,5,1,0,1,0,win,Justin Ledet,Heavyweight,SUB Rear Naked Choke,1,2:16,"Belfast, Northern Ireland, United Kingdom"
Zak Cummings,Alexander Yakovlev,0,0,24,18,0,1,1,0,win,Zak Cummings,Welterweight,SUB Armbar,2,4:02,"Belfast, Northern Ireland, United Kingdom"
Marion Reneau,Milana Dudieva,0,0,48,17,1,2,1,0,win,Marion Reneau,Women's Bantamweight,KO/TKO Elbows,3,3:03,"Belfast, Northern Ireland, United Kingdom"
Brett Johns,Kwan Ho Kwak,0,0,49,53,11,0,0,0,win,Brett Johns,Bantamweight,U-DEC,3,5:00,"Belfast, Northern Ireland, United Kingdom"
Abdul Razak Alhassan,Charlie Ward,3,0,12,2,0,0,0,0,win,Abdul Razak Alhassan,Welterweight,KO/TKO Punch,1,0:53,"Belfast, Northern Ireland, United Kingdom"
Conor McGregor,Eddie Alvarez,3,0,32,9,0,0,0,0,win,Conor McGregor,Lightweight,KO/TKO Punches,2,3:04,"New York City, New York, USA"
Tyron Woodley,Stephen Thompson,1,0,61,43,1,0,2,0,"draw


draw",Stephen Thompson,Welterweight,M-DEC,5,5:00,"New York City, New York, USA"
Joanna Jedrzejczyk,Karolina Kowalkiewicz,0,0,171,50,1,0,0,0,win,Joanna Jedrzejczyk,Women's Strawweight,U-DEC,5,5:00,"New York City, New York, USA"
Yoel Romero,Chris Weidman,1,0,18,12,2,1,0,0,win,Yoel Romero,Middleweight,KO/TKO Flying Knee,3,0:24,"New York City, New York, USA"
Raquel Pennington,Miesha Tate,0,0,43,21,1,1,3,0,win,Raquel Pennington,Women's Bantamweight,U-DEC,3,5:00,"New York City, New York, USA"
Frankie Edgar,Jeremy Stephens,0,1,40,33,5,0,2,1,win,Frankie Edgar,Featherweight,U-DEC,3,5:00,"New York City, New York, USA"
Khabib Nurmagomedov,Michael Johnson,0,0,94,19,2,0,1,1,win,Khabib Nurmagomedov,Lightweight,SUB Kimura,3,2:31,"New York City, New York, USA"
Tim Boetsch,Rafael Natal,1,0,14,5,0,0,0,0,win,Tim Boetsch,Middleweight,KO/TKO Punches,1,3:22,"New York City, New York, USA"
Vicente Luque,Belal Muhammad,1,0,9,3,0,0,0,0,win,Vicente Luque,Welterweight,KO/TKO Punches,1,1:19,"New York City, New York, USA"
Jim Miller,Thiago Alves,0,0,28,36,4,0,1,0,win,Jim Miller,Catch Weight,U-DEC,3,5:00,"New York City, New York, USA"
Liz Carmouche,Katlyn Cerminara,0,1,27,22,4,0,0,0,win,Liz Carmouche,Women's Bantamweight,S-DEC,3,5:00,"New York City, New York, USA"
Tony Ferguson,Rafael Dos Anjos,0,0,199,121,0,0,0,0,win,Tony Ferguson,Lightweight,U-DEC,5,5:00,"Mexico City, Distrito Federal, Mexico"
Diego Sanchez,Marcin Held,0,0,46,30,0,0,0,1,win,Diego Sanchez,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Ricardo Lamas,Charles Oliveira,0,0,11,13,1,2,1,2,win,Ricardo Lamas,Featherweight,SUB Guillotine Choke,2,2:13,"Mexico City, Distrito Federal, Mexico"
Martin Bravo,Claudio Puelles,1,0,56,29,0,1,0,0,win,Martin Bravo,Lightweight,KO/TKO Punch,2,1:55,"Mexico City, Distrito Federal, Mexico"
Beneil Dariush,Rashid Magomedov,0,0,60,41,0,1,0,0,win,Beneil Dariush,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Alexa Grasso,Heather Clark,0,0,65,40,1,0,0,0,win,Alexa Grasso,Women's Strawweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Erik Perez,Felipe Arantes,0,0,36,34,3,0,0,2,win,Erik Perez,Bantamweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Joe Soto,Marco Beltran,0,0,2,3,1,0,1,0,win,Joe Soto,Catch Weight,SUB Heel Hook,1,1:37,"Mexico City, Distrito Federal, Mexico"
Max Griffin,Erick Montano,0,0,15,3,0,0,0,0,win,Max Griffin,Welterweight,KO/TKO Punch,1,0:54,"Mexico City, Distrito Federal, Mexico"
Douglas Silva de Andrade,Henry Briones,1,0,72,67,1,0,0,0,win,Douglas Silva de Andrade,Bantamweight,KO/TKO Spinning Back Fist,3,2:33,"Mexico City, Distrito Federal, Mexico"
Sam Alvey,Alex Nicholson,0,0,63,82,0,0,0,0,win,Sam Alvey,Middleweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Marco Polo Reyes,Jason Novelli,0,0,50,29,0,1,0,0,win,Marco Polo Reyes,Lightweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Enrique Barzola,Chris Avila,0,0,72,29,7,0,0,0,win,Enrique Barzola,Featherweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico"
Michael Bisping,Dan Henderson,0,2,119,81,0,1,0,0,win,Michael Bisping,Middleweight,U-DEC,5,5:00,"Manchester, England, United Kingdom"
Gegard Mousasi,Vitor Belfort,0,0,57,8,1,0,0,0,win,Gegard Mousasi,Middleweight,KO/TKO Punches,2,2:43,"Manchester, England, United Kingdom"
Jimi Manuwa,Ovince Saint Preux,1,0,32,13,0,2,1,0,win,Jimi Manuwa,Light Heavyweight,KO/TKO Punch,2,2:38,"Manchester, England, United Kingdom"
Stefan Struve,Daniel Omielanczuk,0,0,9,14,2,0,1,0,win,Stefan Struve,Heavyweight,SUB D'Arce Choke,2,1:41,"Manchester, England, United Kingdom"
Mirsad Bektic,Russell Doane,0,0,4,6,4,0,2,0,win,Mirsad Bektic,Featherweight,SUB Rear Naked Choke,1,4:22,"Manchester, England, United Kingdom"
Iuri Alcantara,Brad Pickett,1,0,26,1,0,0,2,0,win,Iuri Alcantara,Bantamweight,SUB Triangle Choke,1,1:59,"Manchester, England, United Kingdom"
Damian Stasiak,Davey Grant,0,0,10,36,4,2,1,0,win,Damian Stasiak,Bantamweight,SUB Armbar,3,2:56,"Manchester, England, United Kingdom"
Leon Edwards,Albert Tumenov,0,0,16,32,3,0,1,0,win,Leon Edwards,Welterweight,SUB Rear Naked Choke,3,3:01,"Manchester, England, United Kingdom"
Marc Diakiese,Lukasz Sajewski,0,0,48,21,1,2,0,0,win,Marc Diakiese,Lightweight,KO/TKO Punches,2,4:40,"Manchester, England, United Kingdom"
Mike Perry,Danny Roberts,1,0,90,81,0,0,0,0,win,Mike Perry,Welterweight,KO/TKO Knee,3,4:40,"Manchester, England, United Kingdom"
Leonardo Santos,Adriano Martins,0,0,23,34,0,0,0,0,win,Leonardo Santos,Lightweight,S-DEC,3,5:00,"Manchester, England, United Kingdom"
John Lineker,John Dodson,0,0,93,101,0,0,0,0,win,John Lineker,Bantamweight,S-DEC,5,5:00,"Portland, Oregon, USA"
Alex Oliveira,Will Brooks,0,0,48,16,4,4,1,0,win,Alex Oliveira,Lightweight,KO/TKO Punches,3,3:30,"Portland, Oregon, USA"
Zak Ottow,Joshua Burkman,0,0,65,47,0,1,1,0,win,Zak Ottow,Welterweight,S-DEC,3,5:00,"Portland, Oregon, USA"
Brandon Moreno,Louis Smolka,0,0,8,7,1,1,2,0,win,Brandon Moreno,Flyweight,SUB Guillotine Choke,1,2:23,"Portland, Oregon, USA"
Henrique da Silva,Joachim Christensen,0,1,44,50,0,0,1,0,win,Henrique da Silva,Light Heavyweight,SUB Armbar,2,4:43,"Portland, Oregon, USA"
Andre Fili,Hacran Dias,1,0,45,25,1,4,0,1,win,Andre Fili,Featherweight,U-DEC,3,5:00,"Portland, Oregon, USA"
Shamil Abdurakhimov,Walt Harris,0,0,47,33,1,0,0,1,win,Shamil Abdurakhimov,Heavyweight,S-DEC,3,5:00,"Portland, Oregon, USA"
Elizeu Zaleski dos Santos,Keita Nakamura,0,0,34,24,1,5,2,0,win,Elizeu Zaleski dos Santos,Welterweight,U-DEC,3,5:00,"Portland, Oregon, USA"
Nate Marquardt,Tamdan McCrory,1,0,24,16,2,0,0,0,win,Nate Marquardt,Middleweight,KO/TKO Kick,2,4:44,"Portland, Oregon, USA"
Ion Cutelaba,Jonathan Wilson,0,0,89,30,0,0,0,0,win,Ion Cutelaba,Light Heavyweight,U-DEC,3,5:00,"Portland, Oregon, USA"
Curtis Blaydes,Cody East,0,0,52,21,5,3,0,0,win,Curtis Blaydes,Heavyweight,KO/TKO Elbows,2,2:02,"Portland, Oregon, USA"
Ketlen Vieira,Kelly Faszholz,0,0,13,44,4,0,0,0,win,Ketlen Vieira,Women's Bantamweight,S-DEC,3,5:00,"Portland, Oregon, USA"
Cristiane Justino,Lina Lansberg,0,0,84,14,2,0,0,0,win,Cristiane Justino,Catch Weight,KO/TKO Punches,2,2:29,"Brasilia, Distrito Federal, Brazil"
Renan Barao,Phillipe Nover,0,0,64,39,3,0,0,0,win,Renan Barao,Featherweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Roy Nelson,Antonio Silva,1,0,36,27,0,0,0,0,win,Roy Nelson,Heavyweight,KO/TKO Punch,2,4:10,"Brasilia, Distrito Federal, Brazil"
Francisco Trinaldo,Paul Felder,0,0,32,33,1,0,0,0,win,Francisco Trinaldo,Lightweight,KO/TKO,3,2:25,"Brasilia, Distrito Federal, Brazil"
Eric Spicely,Thiago Santos,0,0,5,2,1,0,1,0,win,Eric Spicely,Middleweight,SUB Rear Naked Choke,1,2:58,"Brasilia, Distrito Federal, Brazil"
Godofredo Pepey,Mike de la Torre,0,0,24,6,1,0,2,0,win,Godofredo Pepey,Featherweight,SUB Rear Naked Choke,1,3:03,"Brasilia, Distrito Federal, Brazil"
Michel Prazeres,Gilbert Burns,0,0,67,46,5,1,0,0,win,Michel Prazeres,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Rani Yahya,Michinori Tanaka,0,0,10,20,7,1,1,0,win,Rani Yahya,Bantamweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Jussier Formiga,Dustin Ortiz,0,0,8,13,1,0,2,0,win,Jussier Formiga,Flyweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Erick Silva,Luan Chagas,1,2,55,41,0,1,2,0,win,Erick Silva,Welterweight,SUB Rear Naked Choke,3,3:57,"Brasilia, Distrito Federal, Brazil"
Alan Patrick,Stevie Ray,0,0,7,2,5,0,1,1,win,Alan Patrick,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Vicente Luque,Hector Urbina,1,0,11,5,0,0,0,0,win,Vicente Luque,Welterweight,KO/TKO Punch,1,1:00,"Brasilia, Distrito Federal, Brazil"
Gregor Gillespie,Glaico Franca Moreira,0,0,41,43,5,0,0,0,win,Gregor Gillespie,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil"
Michael Johnson,Dustin Poirier,1,0,14,6,0,0,0,0,win,Michael Johnson,Lightweight,KO/TKO Punches,1,1:35,"Hidalgo, Texas, USA"
Derek Brunson,Uriah Hall,1,0,4,1,0,0,0,0,win,Derek Brunson,Middleweight,KO/TKO Punches,1,1:41,"Hidalgo, Texas, USA"
Evan Dunham,Ricky Glenn,0,0,144,58,3,0,2,0,win,Evan Dunham,Lightweight,U-DEC,3,5:00,"Hidalgo, Texas, USA"
Roan Carneiro,Kenny Robertson,0,0,33,28,2,0,0,0,win,Roan Carneiro,Welterweight,S-DEC,3,5:00,"Hidalgo, Texas, USA"
Islam Makhachev,Chris Wade,0,0,12,5,4,0,2,2,win,Islam Makhachev,Lightweight,U-DEC,3,5:00,"Hidalgo, Texas, USA"
Chas Skelly,Maximo Blanco,0,0,1,0,0,0,1,0,win,Chas Skelly,Featherweight,SUB D'Arce Choke,1,0:19,"Hidalgo, Texas, USA"
Gabriel Benitez,Sam Sicilia,1,0,39,19,0,0,1,0,win,Gabriel Benitez,Featherweight,SUB Guillotine Choke,2,1:20,"Hidalgo, Texas, USA"
Belal Muhammad,Augusto Montano,0,0,66,67,3,0,0,0,win,Belal Muhammad,Welterweight,KO/TKO Punches,3,4:19,"Hidalgo, Texas, USA"
Antonio Carlos Junior,Leonardo Guimaraes,0,0,32,6,7,0,1,2,win,Antonio Carlos Junior,Middleweight,SUB Rear Naked Choke,3,4:46,"Hidalgo, Texas, USA"
Jose Quinonez,Joey Gomez,2,1,56,44,5,0,0,0,win,Jose Quinonez,Bantamweight,U-DEC,3,5:00,"Hidalgo, Texas, USA"
Randy Brown,Erick Montano,0,0,12,21,1,2,1,0,win,Randy Brown,Welterweight,SUB Guillotine Choke,3,0:18,"Hidalgo, Texas, USA"
Alejandro Perez,Albert Morales,0,0,61,79,1,0,0,0,"draw


draw",Albert Morales,Bantamweight,M-DEC,3,5:00,"Hidalgo, Texas, USA"
Stipe Miocic,Alistair Overeem,0,1,34,9,1,0,0,1,win,Stipe Miocic,Heavyweight,KO/TKO Punch,1,4:27,"Cleveland, Ohio, USA"
Fabricio Werdum,Travis Browne,1,0,84,37,0,0,1,0,win,Fabricio Werdum,Heavyweight,U-DEC,3,5:00,"Cleveland, Ohio, USA"
Mickey Gall,CM Punk,0,0,20,0,1,0,2,0,win,Mickey Gall,Welterweight,SUB Rear Naked Choke,1,2:14,"Cleveland, Ohio, USA"
Jimmie Rivera,Urijah Faber,0,0,54,22,0,0,0,0,win,Jimmie Rivera,Bantamweight,U-DEC,3,5:00,"Cleveland, Ohio, USA"
Jessica Andrade,Joanne Wood,0,0,20,13,2,0,1,0,win,Jessica Andrade,Women's Strawweight,SUB Guillotine Choke,1,4:38,"Cleveland, Ohio, USA"
Bethe Correia,Jessica Eye,0,0,49,52,0,0,0,0,win,Bethe Correia,Women's Bantamweight,S-DEC,3,5:00,"Cleveland, Ohio, USA"
Brad Tavares,Caio Magalhaes,0,0,46,26,0,1,0,1,win,Brad Tavares,Middleweight,S-DEC,3,5:00,"Cleveland, Ohio, USA"
Nik Lentz,Michael McBride,0,0,38,16,5,0,1,0,win,Nik Lentz,Lightweight,KO/TKO Punches,2,4:17,"Cleveland, Ohio, USA"
Drew Dober,Jason Gonzalez,1,0,20,10,0,0,0,0,win,Drew Dober,Lightweight,KO/TKO Punch,1,1:45,"Cleveland, Ohio, USA"
Yancy Medeiros,Sean Spencer,2,0,17,17,0,0,1,0,win,Yancy Medeiros,Welterweight,SUB Rear Naked Choke,2,0:49,"Cleveland, Ohio, USA"
Josh Barnett,Andrei Arlovski,0,0,53,38,1,1,1,0,win,Josh Barnett,Heavyweight,SUB Rear Naked Choke,3,2:53,"Hamburg, Hamburg, Germany"
Alexander Gustafsson,Jan Blachowicz,0,0,50,28,4,0,0,0,win,Alexander Gustafsson,Light Heavyweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Ryan Bader,Ilir Latifi,1,1,13,9,0,0,0,0,win,Ryan Bader,Light Heavyweight,KO/TKO Knee,2,2:06,"Hamburg, Hamburg, Germany"
Nick Hein,Tae Hyun Bang,0,0,20,40,2,0,0,0,win,Nick Hein,Lightweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Jessin Ayari,Jim Wallhead,0,1,70,47,0,0,0,0,win,Jessin Ayari,Welterweight,S-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Peter Sobotta,Nicolas Dalby,1,0,38,14,3,0,1,0,win,Peter Sobotta,Welterweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Ashlee Evans-Smith,Veronica Hardy,0,0,73,23,2,0,0,0,win,Ashlee Evans-Smith,Women's Bantamweight,KO/TKO Elbows,3,2:46,"Hamburg, Hamburg, Germany"
Taylor Lapilus,Leandro Issa,0,0,63,19,0,3,0,0,win,Taylor Lapilus,Bantamweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Jarjis Danho,Christian Colombo,0,0,52,76,1,0,0,0,"draw


draw",Christian Colombo,Heavyweight,M-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Jack Hermansson,Scott Askham,0,0,88,37,1,0,0,2,win,Jack Hermansson,Middleweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Rustam Khabilov,Leandro Silva,0,0,24,29,2,0,0,0,win,Rustam Khabilov,Lightweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany"
Demian Maia,Carlos Condit,0,0,1,1,1,0,1,0,win,Demian Maia,Welterweight,SUB Rear Naked Choke,1,1:52,"Vancouver, British Columbia, Canada"
Anthony Pettis,Charles Oliveira,0,0,53,41,0,4,1,0,win,Anthony Pettis,Featherweight,SUB Guillotine Choke,3,1:49,"Vancouver, British Columbia, Canada"
Paige VanZant,Bec Rawlings,1,0,25,21,0,0,0,0,win,Paige VanZant,Women's Strawweight,KO/TKO Kick,2,0:17,"Vancouver, British Columbia, Canada"
Jim Miller,Joe Lauzon,0,0,80,54,0,3,0,1,win,Jim Miller,Lightweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada"
Sam Alvey,Kevin Casey,2,0,59,25,0,0,0,0,win,Sam Alvey,Middleweight,KO/TKO Punches,2,4:56,"Vancouver, British Columbia, Canada"
Kyle Bochniak,Enrique Barzola,0,0,41,55,1,1,0,0,win,Kyle Bochniak,Featherweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada"
Alessio Di Chirico,Garreth McLellan,1,0,61,57,2,2,0,0,win,Alessio Di Chirico,Middleweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada"
Felipe Silva,Shane Campbell,1,0,11,9,0,0,0,0,win,Felipe Silva,Lightweight,KO/TKO Punch,1,1:13,"Vancouver, British Columbia, Canada"
Chad Laprise,Thibault Gouti,2,0,17,4,0,0,0,0,win,Chad Laprise,Lightweight,KO/TKO Punch,1,1:36,"Vancouver, British Columbia, Canada"
Jeremy Kennedy,Alex Ricci,0,0,27,28,5,0,0,0,win,Jeremy Kennedy,Lightweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada"
Conor McGregor,Nate Diaz,3,0,164,166,0,1,0,0,win,Conor McGregor,Welterweight,M-DEC,5,5:00,"Las Vegas, Nevada, USA"
Anthony Johnson,Glover Teixeira,1,0,4,1,0,0,0,0,win,Anthony Johnson,Light Heavyweight,KO/TKO Punch,1,0:13,"Las Vegas, Nevada, USA"
Donald Cerrone,Rick Story,1,0,45,17,1,1,1,0,win,Donald Cerrone,Welterweight,KO/TKO Kick,2,2:02,"Las Vegas, Nevada, USA"
Mike Perry,Hyun Gyu Lim,3,0,31,8,0,0,0,0,win,Mike Perry,Welterweight,KO/TKO Punch,1,3:38,"Las Vegas, Nevada, USA"
Tim Means,Sabah Homasi,0,0,71,33,0,2,0,0,win,Tim Means,Welterweight,KO/TKO Punches,2,2:56,"Las Vegas, Nevada, USA"
Cody Garbrandt,Takeya Mizugaki,1,0,12,4,0,0,0,0,win,Cody Garbrandt,Bantamweight,KO/TKO Punch,1,0:48,"Las Vegas, Nevada, USA"
Raquel Pennington,Elizabeth Phillips,0,0,33,15,3,1,1,0,win,Raquel Pennington,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Artem Lobov,Chris Avila,0,0,53,42,0,0,0,0,win,Artem Lobov,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Cortney Casey,Randa Markos,0,0,21,4,0,1,1,0,win,Cortney Casey,Women's Strawweight,SUB Armbar,1,4:34,"Las Vegas, Nevada, USA"
Lorenz Larkin,Neil Magny,1,0,32,8,0,0,0,0,win,Lorenz Larkin,Welterweight,KO/TKO Elbows,1,4:08,"Las Vegas, Nevada, USA"
Colby Covington,Max Griffin,0,0,26,13,6,0,0,1,win,Colby Covington,Welterweight,KO/TKO Punches,3,2:18,"Las Vegas, Nevada, USA"
Marvin Vettori,Alberto Uda,0,0,10,4,1,1,1,0,win,Marvin Vettori,Middleweight,SUB Guillotine Choke,1,4:30,"Las Vegas, Nevada, USA"
Yair Rodriguez,Alex Caceres,0,0,120,62,1,1,0,0,win,Yair Rodriguez,Featherweight,S-DEC,5,5:00,"Salt Lake City, Utah, USA"
Dennis Bermudez,Rony Jason,0,0,48,9,5,0,0,0,win,Dennis Bermudez,Featherweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
Thales Leites,Chris Camozzi,0,0,36,8,5,0,1,0,win,Thales Leites,Middleweight,SUB Rear Naked Choke,3,2:58,"Salt Lake City, Utah, USA"
Santiago Ponzinibbio,Zak Cummings,0,0,58,35,0,1,0,0,win,Santiago Ponzinibbio,Welterweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
