fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,title_fight
Jesus Aguilar,Luis Gurule,2025-09-13,"San Antonio, Texas, USA",Jacob Montalvo,0,0,85,65,1,0,0,0,win,Jesus Aguilar,Flyweight,U-DEC,3,00:05:00,False
Alden Coria,Alessandro Costa,2025-09-13,"San Antonio, Texas, USA",Dan Miragliotta,0,0,42,12,2,1,0,2,win,Alden Coria,Flyweight,KO/TKO Punches,3,00:00:47,False
Montse Rendon,Alice Pereira,2025-09-13,"San Antonio, Texas, USA",Jacob Montalvo,0,0,45,37,0,0,1,0,win,Montse Rendon,Women's Bantamweight,S-DEC,3,00:05:00,False
Daniil Donchenko,Rodrigo Sezinando,2025-09-13,"San Antonio, Texas, USA",Kerry Hatley,1,0,39,10,1,1,0,0,win,Daniil Donchenko,Welterweight,KO/TKO Punches,1,00:04:27,True
Nassourdine Imavov,Caio Borralho,2025-09-06,"Paris, Ile-de-France, France",Marc Goddard,0,0,81,66,0,0,0,0,win,Nassourdine Imavov,Middleweight,U-DEC,5,00:05:00,False
Benoit Saint Denis,Mauricio Ruffy,2025-09-06,"Paris, Ile-de-France, France",Herb Dean,0,0,17,5,3,0,1,0,win,Benoit Saint Denis,Lightweight,SUB Rear Naked Choke,2,00:02:56,False
Modestas Bukauskas,Paul Craig,2025-09-06,"Paris, Ile-de-France, France",Marc Goddard,0,0,22,6,0,0,0,0,win,Modestas Bukauskas,Light Heavyweight,KO/TKO Elbow,1,00:05:00,False
Mason Jones,Bolaji Oki,2025-09-06,"Paris, Ile-de-France, France",Rich Mitchell,1,1,57,38,2,0,1,0,win,Mason Jones,Lightweight,KO/TKO Elbows,2,00:03:18,False
Axel Sola,Rhys McKee,2025-09-06,"Paris, Ile-de-France, France",Herb Dean,1,0,45,33,1,0,0,0,win,Axel Sola,Welterweight,KO/TKO Punch,3,00:02:02,False
William Gomis,Robert Ruchala,2025-09-06,"Paris, Ile-de-France, France",Lukasz Bosacki,0,0,49,34,2,2,0,0,win,William Gomis,Featherweight,U-DEC,3,00:05:00,False
Oumar Sy,Brendson Ribeiro,2025-09-06,"Paris, Ile-de-France, France",Patricio Carlos,0,0,17,5,2,0,0,0,win,Oumar Sy,Light Heavyweight,KO/TKO Punches,1,00:04:42,False
Ante Delija,Marcin Tybura,2025-09-06,"Paris, Ile-de-France, France",Marc Goddard,1,0,13,4,0,0,0,0,win,Ante Delija,Heavyweight,KO/TKO Punches,1,00:02:03,False
Kaue Fernandes,Harry Hardwick,2025-09-06,"Paris, Ile-de-France, France",Herb Dean,1,0,24,8,0,0,0,0,win,Kaue Fernandes,Lightweight,KO/TKO Kick,1,00:03:21,False
Sam Patterson,Trey Waters,2025-09-06,"Paris, Ile-de-France, France",Rich Mitchell,0,0,25,18,0,0,0,0,win,Sam Patterson,Welterweight,KO/TKO Punches,1,00:03:01,False
Robert Bryczek,Brad Tavares,2025-09-06,"Paris, Ile-de-France, France",Lukasz Bosacki,1,0,68,42,1,1,0,0,win,Robert Bryczek,Middleweight,KO/TKO Punches,3,00:01:43,False
Rinat Fakhretdinov,Andreas Gustafsson,2025-09-06,"Paris, Ile-de-France, France",Patricio Carlos,0,0,23,5,0,0,0,0,win,Rinat Fakhretdinov,Welterweight,KO/TKO Punches,1,00:00:54,False
Sam Hughes,Shauna Bannon,2025-09-06,"Paris, Ile-de-France, France",Lukasz Bosacki,0,0,21,13,2,0,1,0,win,Sam Hughes,Women's Strawweight,SUB Rear Naked Choke,2,00:01:58,False
Johnny Walker,Zhang Mingyang,2025-08-23,"Shanghai, Hebei, China",Marc Goddard,1,0,50,20,0,0,0,0,win,Johnny Walker,Light Heavyweight,KO/TKO Punches,2,00:02:37,False
Aljamain Sterling,Brian Ortega,2025-08-23,"Shanghai, Hebei, China",Herb Dean,0,0,124,55,3,0,0,0,win,Aljamain Sterling,Catch Weight,U-DEC,5,00:05:00,False
Sergei Pavlovich,Waldo Cortes Acosta,2025-08-23,"Shanghai, Hebei, China",Marc Goddard,0,0,61,45,0,0,0,0,win,Sergei Pavlovich,Heavyweight,U-DEC,3,00:05:00,False
Sumudaerji,Kevin Borjas,2025-08-23,"Shanghai, Hebei, China",Vitor Ribeiro,0,0,73,16,0,0,0,0,win,Sumudaerji,Flyweight,U-DEC,3,00:05:00,False
Taiyilake Nueraji,Kiefer Crosbie,2025-08-23,"Shanghai, Hebei, China",Marc Goddard,0,0,27,2,1,0,0,0,win,Taiyilake Nueraji,Welterweight,KO/TKO Elbows,1,00:03:33,False
Gauge Young,Maheshate,2025-08-23,"Shanghai, Hebei, China",Herb Dean,0,0,112,66,3,0,0,0,win,Gauge Young,Lightweight,U-DEC,3,00:05:00,False
Charles Johnson,Lone'er Kavanagh,2025-08-23,"Shanghai, Hebei, China",Jim Perdios,1,0,44,59,1,1,0,1,win,Charles Johnson,Flyweight,KO/TKO Punch,2,00:04:35,False
Rongzhu,Austin Hubbard,2025-08-23,"Shanghai, Hebei, China",Vitor Ribeiro,0,0,101,75,0,2,0,0,win,Rongzhu,Lightweight,U-DEC,3,00:05:00,False
Kyle Daukaus,Michel Pereira,2025-08-23,"Shanghai, Hebei, China",Marc Goddard,1,0,5,2,0,0,0,0,win,Kyle Daukaus,Middleweight,KO/TKO Elbows,1,00:00:43,False
Yizha,Westin Wilson,2025-08-23,"Shanghai, Hebei, China",Herb Dean,2,0,13,0,0,0,0,0,win,Yizha,Featherweight,KO/TKO Punches,1,00:00:37,False
SuYoung You,Xiao Long,2025-08-23,"Shanghai, Hebei, China",Jim Perdios,0,0,58,68,0,0,0,0,win,SuYoung You,Bantamweight,U-DEC,3,00:05:00,False
Uran Satybaldiev,Diyar Nurgozhay,2025-08-23,"Shanghai, Hebei, China",Vitor Ribeiro,1,0,2,7,0,1,2,0,win,Uran Satybaldiev,Light Heavyweight,SUB Ezekiel Choke,1,00:02:45,False
Khamzat Chimaev,Dricus Du Plessis,2025-08-16,"Chicago, Illinois, USA",Marc Goddard,0,0,37,13,12,1,0,1,win,Khamzat Chimaev,Middleweight,U-DEC,5,00:05:00,True
Lerone Murphy,Aaron Pico,2025-08-16,"Chicago, Illinois, USA",Herb Dean,1,0,8,13,0,2,1,0,win,Lerone Murphy,Featherweight,KO/TKO Spinning Back Elbow,1,00:03:21,False
Carlos Prates,Geoff Neal,2025-08-16,"Chicago, Illinois, USA",Jason Herzog,1,0,32,25,0,0,0,0,win,Carlos Prates,Welterweight,KO/TKO Spinning Back Elbow,1,00:04:59,False
Michael Page,Jared Cannonier,2025-08-16,"Chicago, Illinois, USA",Marc Goddard,0,0,29,20,0,2,0,0,win,Michael Page,Middleweight,U-DEC,3,00:05:00,False
Tim Elliott,Kai Asakura,2025-08-16,"Chicago, Illinois, USA",Robert Madrigal,0,0,27,21,2,0,2,0,win,Tim Elliott,Flyweight,SUB Guillotine Choke,2,00:04:39,False
Baisangur Susurkaev,Eric Nolan,2025-08-16,"Chicago, Illinois, USA",Jason Herzog,0,0,36,22,2,0,1,0,win,Baisangur Susurkaev,Middleweight,SUB Rear Naked Choke,2,00:02:01,False
Michal Oleksiejczuk,Gerald Meerschaert,2025-08-16,"Chicago, Illinois, USA",Herb Dean,1,0,23,3,0,0,0,0,win,Michal Oleksiejczuk,Middleweight,KO/TKO Punches,1,00:03:03,False
Loopy Godinez,Jessica Andrade,2025-08-16,"Chicago, Illinois, USA",Nick Cimmarusti,0,0,107,90,1,0,0,0,win,Loopy Godinez,Women's Strawweight,U-DEC,3,00:05:00,False
Alexander Hernandez,Chase Hooper,2025-08-16,"Chicago, Illinois, USA",Jason Herzog,1,0,17,20,0,0,0,0,win,Alexander Hernandez,Lightweight,KO/TKO Punch,1,00:04:58,False
Drakkar Klose,Edson Barboza,2025-08-16,"Chicago, Illinois, USA",Marc Goddard,0,0,53,71,0,0,0,0,win,Drakkar Klose,Lightweight,U-DEC,3,00:05:00,False
Karine Silva,Dione Barbosa,2025-08-16,"Chicago, Illinois, USA",Robert Madrigal,0,0,26,31,1,3,2,1,win,Karine Silva,Women's Flyweight,U-DEC,3,00:05:00,False
Joseph Morales,Alibi Idiris,2025-08-16,"Chicago, Illinois, USA",Nick Cimmarusti,0,0,29,28,2,0,2,0,win,Joseph Morales,Flyweight,SUB Triangle Choke,2,00:03:04,True
Anthony Hernandez,Roman Dolidze,2025-08-09,"Las Vegas, Nevada, USA",Herb Dean,0,0,91,36,9,0,1,0,win,Anthony Hernandez,Middleweight,SUB Rear Naked Choke,4,00:02:45,False
Steve Erceg,Ode Osbourne,2025-08-09,"Las Vegas, Nevada, USA",Mark Smith,0,0,20,35,3,1,1,0,win,Steve Erceg,Bantamweight,U-DEC,3,00:05:00,False
Iasmin Lucindo,Angela Hill,2025-08-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,72,64,3,0,0,1,win,Iasmin Lucindo,Women's Strawweight,U-DEC,3,00:05:00,False
Andre Fili,Christian Rodriguez,2025-08-09,"Las Vegas, Nevada, USA",Mike Beltran,0,0,64,83,3,1,0,0,win,Andre Fili,Featherweight,S-DEC,3,00:05:00,False
Jean Matsumoto,Miles Johns,2025-08-09,"Las Vegas, Nevada, USA",Herb Dean,0,0,95,83,0,5,2,0,win,Jean Matsumoto,Bantamweight,S-DEC,3,00:05:00,False
Christian Leroy Duncan,Eryk Anders,2025-08-09,"Las Vegas, Nevada, USA",Mark Smith,1,0,24,7,0,1,0,0,win,Christian Leroy Duncan,Middleweight,KO/TKO Punches,1,00:03:53,False
Julius Walker,Rafael Cerqueira,2025-08-09,"Las Vegas, Nevada, USA",Mike Beltran,1,0,44,19,6,0,0,0,win,Julius Walker,Light Heavyweight,U-DEC,3,00:05:00,False
Elijah Smith,Toshiomi Kazama,2025-08-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,37,0,0,1,0,1,win,Elijah Smith,Bantamweight,KO/TKO Slam,1,00:04:10,False
Joselyne Edwards,Priscila Cachoeira,2025-08-09,"Las Vegas, Nevada, USA",Herb Dean,1,0,26,18,0,0,0,0,win,Joselyne Edwards,Women's Bantamweight,KO/TKO Punch,1,00:02:24,False
Uros Medic,Gilbert Urbina,2025-08-09,"Las Vegas, Nevada, USA",Mark Smith,1,1,5,5,0,0,0,0,win,Uros Medic,Welterweight,KO/TKO Punch,1,00:01:03,False
Gabriella Fernandes,Julija Stoliarenko,2025-08-09,"Las Vegas, Nevada, USA",Mike Beltran,0,0,59,61,0,0,0,0,win,Gabriella Fernandes,Women's Flyweight,U-DEC,3,00:05:00,False
Eric McConico,Cody Brundage,2025-08-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,26,31,0,3,0,0,win,Eric McConico,Light Heavyweight,S-DEC,3,00:05:00,False
Tatsuro Taira,HyunSung Park,2025-08-02,"Las Vegas, Nevada, USA",Mark Smith,1,0,7,3,4,0,1,0,win,Tatsuro Taira,Flyweight,SUB Neck Crank,2,00:01:06,False
Chris Duncan,Mateusz Rebecki,2025-08-02,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,92,114,0,2,0,0,win,Chris Duncan,Lightweight,U-DEC,3,00:05:00,False
Esteban Ribovics,Elves Brener,2025-08-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,122,118,0,0,0,0,win,Esteban Ribovics,Lightweight,U-DEC,3,00:05:00,False
Karol Rosa,Nora Cornolle,2025-08-02,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,33,27,2,0,2,0,win,Karol Rosa,Women's Bantamweight,U-DEC,3,00:05:00,False
Neil Magny,Elizeu Zaleski dos Santos,2025-08-02,"Las Vegas, Nevada, USA",Mark Smith,0,0,42,20,2,1,0,0,win,Neil Magny,Welterweight,KO/TKO Punches,2,00:04:39,False
Kevin Vallejos,Danny Silva,2025-08-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,90,69,2,1,0,0,win,Kevin Vallejos,Featherweight,U-DEC,3,00:05:00,False
Rinya Nakamura,Nathan Fletcher,2025-08-02,"Las Vegas, Nevada, USA",Kerry Hatley,1,0,12,3,0,0,0,0,win,Rinya Nakamura,Bantamweight,KO/TKO Kick,1,00:01:02,False
Rodolfo Vieira,Tresean Gore,2025-08-02,"Las Vegas, Nevada, USA",Mark Smith,0,0,89,41,1,0,0,0,win,Rodolfo Vieira,Middleweight,U-DEC,3,00:05:00,False
Andrey Pulyaev,Nick Klein,2025-08-02,"Las Vegas, Nevada, USA",Chris Tognoni,1,0,23,10,0,4,0,1,win,Andrey Pulyaev,Middleweight,KO/TKO Kick,2,00:01:31,False
Austin Bashi,John Yannis,2025-08-02,"Las Vegas, Nevada, USA",Mark Smith,0,0,2,0,1,0,1,0,win,Austin Bashi,Featherweight,SUB Rear Naked Choke,1,00:03:39,False
Rafael Estevam,Felipe Bunes,2025-08-02,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,33,26,5,0,0,2,win,Rafael Estevam,Flyweight,U-DEC,3,00:05:00,False
Piera Rodriguez,Ketlen Souza,2025-08-02,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,64,56,7,0,0,0,win,Piera Rodriguez,Women's Strawweight,S-DEC,3,00:05:00,False
Reinier de Ridder,Robert Whittaker,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,1,67,66,2,0,0,0,win,Reinier de Ridder,Middleweight,S-DEC,5,00:05:00,False
Petr Yan,Marcus McGhee,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,81,64,1,0,0,0,win,Petr Yan,Bantamweight,U-DEC,3,00:05:00,False
Shara Magomedov,Marc-Andre Barriault,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,93,39,0,2,0,0,win,Shara Magomedov,Middleweight,U-DEC,3,00:05:00,False
Asu Almabayev,Jose Ochoa,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,0,0,22,26,7,1,2,2,win,Asu Almabayev,Flyweight,U-DEC,3,00:05:00,False
Bogdan Guskov,Nikita Krylov,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,23,16,0,0,0,0,win,Bogdan Guskov,Light Heavyweight,KO/TKO Punches,1,00:04:18,False
Bryce Mitchell,Said Nurmagomedov,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,1,13,20,3,0,0,1,win,Bryce Mitchell,Bantamweight,U-DEC,3,00:05:00,False
Muslim Salikhov,Carlos Leal,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,1,0,3,5,0,0,0,0,win,Muslim Salikhov,Welterweight,KO/TKO Punch,1,00:00:42,False
Davey Grant,Da'Mon Blackshear,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,0,0,66,33,0,1,0,1,win,Davey Grant,Bantamweight,U-DEC,3,00:05:00,False
Tabatha Ricci,Amanda Ribas,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,34,30,1,1,0,0,win,Tabatha Ricci,Women's Strawweight,KO/TKO Elbow,2,00:02:59,False
Billy Elekana,Ibo Aslan,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,35,28,0,0,0,0,win,Billy Elekana,Light Heavyweight,U-DEC,3,00:05:00,False
Steven Nguyen,Mohammad Yahya,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,6,0,92,57,0,0,0,0,win,Steven Nguyen,Featherweight,KO/TKO,2,00:05:00,False
Martin Buday,Marcus Buchecha,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,41,24,0,1,0,0,win,Martin Buday,Heavyweight,U-DEC,3,00:05:00,False
Max Holloway,Dustin Poirier,2025-07-19,"New Orleans, Louisiana, USA",Jason Herzog,1,1,198,109,0,0,0,1,win,Max Holloway,Lightweight,U-DEC,5,00:05:00,False
Paulo Costa,Roman Kopylov,2025-07-19,"New Orleans, Louisiana, USA",Herb Dean,1,0,99,48,0,0,0,0,win,Paulo Costa,Middleweight,U-DEC,3,00:05:00,False
Daniel Rodriguez,Kevin Holland,2025-07-19,"New Orleans, Louisiana, USA",Mike Beltran,2,1,77,82,0,1,0,0,win,Daniel Rodriguez,Welterweight,U-DEC,3,00:05:00,False
Patricio Freire,Dan Ige,2025-07-19,"New Orleans, Louisiana, USA",Dan Miragliotta,0,0,55,47,5,0,0,0,win,Patricio Freire,Featherweight,U-DEC,3,00:05:00,False
Michael Johnson,Daniel Zellhuber,2025-07-19,"New Orleans, Louisiana, USA",Kerry Hatley,1,0,80,52,0,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,00:05:00,False
Vinicius Oliveira,Kyler Phillips,2025-07-19,"New Orleans, Louisiana, USA",Chris Hill,1,0,96,49,1,0,0,0,win,Vinicius Oliveira,Bantamweight,U-DEC,3,00:05:00,False
Brendan Allen,Marvin Vettori,2025-07-19,"New Orleans, Louisiana, USA",Bassel Mahgoub,0,0,111,109,3,0,0,0,win,Brendan Allen,Middleweight,U-DEC,3,00:05:00,False
Nikolay Veretennikov,Francisco Prado,2025-07-19,"New Orleans, Louisiana, USA",Jason Herzog,0,0,56,47,2,3,0,1,win,Nikolay Veretennikov,Welterweight,S-DEC,3,00:05:00,False
Ateba Gautier,Robert Valentin,2025-07-19,"New Orleans, Louisiana, USA",Herb Dean,1,0,19,2,0,0,0,0,win,Ateba Gautier,Middleweight,KO/TKO Punch,1,00:01:10,False
Islam Dulatov,Adam Fugitt,2025-07-19,"New Orleans, Louisiana, USA",Mike Beltran,1,0,21,14,0,0,0,0,win,Islam Dulatov,Welterweight,KO/TKO Punch,1,00:04:06,False
Jimmy Crute,Marcin Prachnio,2025-07-19,"New Orleans, Louisiana, USA",Dan Miragliotta,0,0,5,21,3,0,2,0,win,Jimmy Crute,Light Heavyweight,SUB Armbar,1,00:04:42,False
Ryan Spann,Lukasz Brzeski,2025-07-19,"New Orleans, Louisiana, USA",Chris Hill,0,0,8,5,1,0,2,0,win,Ryan Spann,Heavyweight,SUB Guillotine Choke,1,00:02:47,False
Brunno Ferreira,Jackson McVey,2025-07-19,"New Orleans, Louisiana, USA",Kerry Hatley,0,0,7,4,1,0,1,0,win,Brunno Ferreira,Middleweight,SUB Armbar,1,00:03:35,False
Carli Judice,Nicolle Caliari,2025-07-19,"New Orleans, Louisiana, USA",Bassel Mahgoub,1,0,109,32,0,1,0,0,win,Carli Judice,Women's Flyweight,KO/TKO Knee,3,00:01:30,False
Derrick Lewis,Tallison Teixeira,2025-07-12,"Nashville, Tennessee, USA",Jason Herzog,1,0,9,3,0,0,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,00:00:35,False
Gabriel Bonfim,Stephen Thompson,2025-07-12,"Nashville, Tennessee, USA",Blake Grice,0,0,40,42,5,0,0,0,win,Gabriel Bonfim,Welterweight,S-DEC,3,00:05:00,False
Steve Garcia,Calvin Kattar,2025-07-12,"Nashville, Tennessee, USA",Jason Herzog,1,0,85,26,0,0,0,0,win,Steve Garcia,Featherweight,U-DEC,3,00:05:00,False
Morgan Charriere,Nate Landwehr,2025-07-12,"Nashville, Tennessee, USA",Blake Grice,1,0,67,63,2,0,0,0,win,Morgan Charriere,Featherweight,KO/TKO Punch,3,00:00:27,False
Vitor Petrino,Austen Lane,2025-07-12,"Nashville, Tennessee, USA",Jimmy Neely,0,0,3,3,1,0,2,0,win,Vitor Petrino,Heavyweight,SUB Rear Naked Choke,1,00:04:16,False
Tuco Tokkos,Junior Tafa,2025-07-12,"Nashville, Tennessee, USA",Eric McMahon,0,0,11,24,5,0,1,0,win,Tuco Tokkos,Light Heavyweight,SUB Arm Triangle,2,00:04:25,False
Chris Curtis,Max Griffin,2025-07-12,"Nashville, Tennessee, USA",Justin Brown,0,0,64,59,0,0,0,0,win,Chris Curtis,Welterweight,S-DEC,3,00:05:00,False
Jake Matthews,Chidi Njokuani,2025-07-12,"Nashville, Tennessee, USA",Jimmy Neely,0,0,3,5,1,0,1,0,win,Jake Matthews,Welterweight,SUB Rear Naked Choke,1,00:01:09,False
Eduarda Moura,Lauren Murphy,2025-07-12,"Nashville, Tennessee, USA",Blake Grice,0,0,64,38,2,2,0,2,win,Eduarda Moura,Women's Flyweight,U-DEC,3,00:05:00,False
Valter Walker,Kennedy Nzechukwu,2025-07-12,"Nashville, Tennessee, USA",Eric McMahon,0,0,4,0,1,0,1,0,win,Valter Walker,Heavyweight,SUB Heel Hook,1,00:00:54,False
Mike Davis,Mitch Ramirez,2025-07-12,"Nashville, Tennessee, USA",Justin Brown,1,0,47,51,1,0,2,0,win,Mike Davis,Lightweight,KO/TKO Punches,2,00:04:08,False
Fatima Kline,Melissa Martinez,2025-07-12,"Nashville, Tennessee, USA",Jimmy Neely,1,0,92,44,0,0,0,0,win,Fatima Kline,Women's Strawweight,KO/TKO Kick,3,00:02:36,False
Ilia Topuria,Charles Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Marc Goddard,1,0,21,9,0,0,0,0,win,Ilia Topuria,Lightweight,KO/TKO Punch,1,00:02:27,True
Alexandre Pantoja,Kai Kara-France,2025-06-28,"Las Vegas, Nevada, USA",Herb Dean,0,0,42,38,3,0,2,0,win,Alexandre Pantoja,Flyweight,SUB Rear Naked Choke,3,00:01:55,True
Joshua Van,Brandon Royval,2025-06-28,"Las Vegas, Nevada, USA",Jason Herzog,1,0,204,215,0,0,0,0,win,Joshua Van,Flyweight,U-DEC,3,00:05:00,False
Beneil Dariush,Renato Moicano,2025-06-28,"Las Vegas, Nevada, USA",Mark Smith,0,1,56,31,5,0,0,0,win,Beneil Dariush,Lightweight,U-DEC,3,00:05:00,False
Payton Talbott,Felipe Lima,2025-06-28,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,59,26,0,3,0,0,win,Payton Talbott,Bantamweight,U-DEC,3,00:05:00,False
Gregory Rodrigues,Jack Hermansson,2025-06-28,"Las Vegas, Nevada, USA",Herb Dean,1,0,18,30,0,0,0,0,win,Gregory Rodrigues,Middleweight,KO/TKO Punch,1,00:04:21,False
Jose Delgado,Hyder Amil,2025-06-28,"Las Vegas, Nevada, USA",Marc Goddard,1,0,9,3,0,0,0,0,win,Jose Delgado,Featherweight,KO/TKO Knee,1,00:00:26,False
Tracy Cortez,Viviane Araujo,2025-06-28,"Las Vegas, Nevada, USA",Jason Herzog,0,0,65,22,3,0,1,0,win,Tracy Cortez,Women's Flyweight,U-DEC,3,00:05:00,False
Terrance McKinney,Viacheslav Borshchev,2025-06-28,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,1,2,1,0,2,0,win,Terrance McKinney,Lightweight,SUB Guillotine Choke,1,00:00:55,False
Jacobe Smith,Niko Price,2025-06-28,"Las Vegas, Nevada, USA",Mark Smith,0,0,46,34,2,0,1,0,win,Jacobe Smith,Welterweight,SUB Rear Naked Choke,2,00:04:03,False
Jhonata Diniz,Alvin Hines,2025-06-28,"Las Vegas, Nevada, USA",Herb Dean,0,0,112,82,0,1,0,0,win,Jhonata Diniz,Heavyweight,U-DEC,3,00:05:00,False
Khalil Rountree Jr.,Jamahal Hill,2025-06-21,"Baku, Azerbaijan",Herb Dean,1,0,102,69,0,0,0,0,win,Khalil Rountree Jr.,Light Heavyweight,U-DEC,5,00:05:00,False
Rafael Fiziev,Ignacio Bahamondes,2025-06-21,"Baku, Azerbaijan",Marc Goddard,0,0,62,50,4,0,0,0,win,Rafael Fiziev,Lightweight,U-DEC,3,00:05:00,False
Curtis Blaydes,Rizvan Kuniev,2025-06-21,"Baku, Azerbaijan",Herb Dean,0,0,56,45,2,0,0,0,win,Curtis Blaydes,Heavyweight,S-DEC,3,00:05:00,False
Myktybek Orolbai,Tofiq Musayev,2025-06-21,"Baku, Azerbaijan",Rich Mitchell,0,0,2,2,3,0,1,0,win,Myktybek Orolbai,Catch Weight,SUB Kimura,1,00:04:35,False
Nazim Sadykhov,Nikolas Motta,2025-06-21,"Baku, Azerbaijan",Lukasz Bosacki,1,1,93,66,0,0,0,0,win,Nazim Sadykhov,Lightweight,KO/TKO Punches,2,00:04:17,False
Muhammad Naimov,Bogdan Grad,2025-06-21,"Baku, Azerbaijan",Marc Goddard,0,0,18,31,1,3,1,0,win,Muhammad Naimov,Featherweight,U-DEC,3,00:05:00,False
Seokhyeon Ko,Oban Elliott,2025-06-21,"Baku, Azerbaijan",Herb Dean,0,0,33,10,6,0,1,0,win,Seokhyeon Ko,Welterweight,U-DEC,3,00:05:00,False
JunYong Park,Ismail Naurdiev,2025-06-21,"Baku, Azerbaijan",Lukasz Bosacki,0,0,45,76,2,1,1,0,win,JunYong Park,Middleweight,U-DEC,3,00:05:00,False
Daria Zhelezniakova,Melissa Mullins,2025-06-21,"Baku, Azerbaijan",Rich Mitchell,0,0,99,64,0,3,0,0,win,Daria Zhelezniakova,Women's Bantamweight,U-DEC,3,00:05:00,False
Klaudia Sygula,Irina Alekseeva,2025-06-21,"Baku, Azerbaijan",Lukasz Bosacki,0,0,101,63,1,0,0,0,win,Klaudia Sygula,Women's Bantamweight,U-DEC,3,00:05:00,False
Tagir Ulanbekov,Azat Maksum,2025-06-21,"Baku, Azerbaijan",Rich Mitchell,0,0,68,62,0,3,1,0,win,Tagir Ulanbekov,Flyweight,U-DEC,3,00:05:00,False
Mohammed Usman,Hamdy Abdelwahab,2025-06-21,"Baku, Azerbaijan",Marc Goddard,0,0,86,55,0,0,0,0,win,Mohammed Usman,Heavyweight,U-DEC,3,00:05:00,False
Kamaru Usman,Joaquin Buckley,2025-06-14,"Atlanta, Georgia, USA",Mike Beltran,0,0,41,44,4,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,5,00:05:00,False
Rose Namajunas,Miranda Maverick,2025-06-14,"Atlanta, Georgia, USA",Blake Grice,1,0,25,25,2,0,0,1,win,Rose Namajunas,Women's Flyweight,U-DEC,3,00:05:00,False
Edmen Shahbazyan,Andre Petroski,2025-06-14,"Atlanta, Georgia, USA",Kevin MacDonald,1,0,53,34,0,2,0,0,win,Edmen Shahbazyan,Middleweight,U-DEC,3,00:05:00,False
Raoni Barcelos,Cody Garbrandt,2025-06-14,"Atlanta, Georgia, USA",Mike Beltran,0,0,37,28,1,0,0,0,win,Raoni Barcelos,Bantamweight,U-DEC,3,00:05:00,False
Alonzo Menifield,Oumar Sy,2025-06-14,"Atlanta, Georgia, USA",Blake Grice,0,0,29,34,0,1,0,0,win,Alonzo Menifield,Light Heavyweight,U-DEC,3,00:05:00,False
Michael Chiesa,Court McGee,2025-06-14,"Atlanta, Georgia, USA",Mike Beltran,0,0,72,39,0,0,0,0,win,Michael Chiesa,Welterweight,U-DEC,3,00:05:00,False
Malcolm Wellmaker,Kris Moutinho,2025-06-14,"Atlanta, Georgia, USA",Brent McKeehan,1,0,25,6,0,0,0,0,win,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,00:02:37,False
Jose Ochoa,Cody Durden,2025-06-14,"Atlanta, Georgia, USA",Kevin MacDonald,1,0,30,9,0,2,0,0,win,Jose Ochoa,Flyweight,KO/TKO Punch,2,00:00:11,False
Ricky Simon,Cameron Smotherman,2025-06-14,"Atlanta, Georgia, USA",Blake Grice,0,0,34,29,3,0,0,0,win,Ricky Simon,Bantamweight,U-DEC,3,00:05:00,False
Phil Rowe,Ange Loosa,2025-06-14,"Atlanta, Georgia, USA",Brent McKeehan,1,1,85,65,0,3,0,0,win,Phil Rowe,Welterweight,KO/TKO Punches,3,00:04:03,False
